Student_ID,Name,Gender,Age,Department,Region,Admission_Year,Semester_GPA,Attendance_%,Clubs,Hostel,Fee_Paid,Fee_Due,Placement_Status,Internship_Company,Exam_Date,Remarks
S3742,Harsh,female,18.0,CIVIL,south,20-21,5.4,N/A,Drama,No,,5000,,Accenture,,
S3743,Amit,M,,Mech,nORTH,2020,7.8,69.76,Music,N,,10000,Not placed,IBM,2023-05-12,Good
S3744,Aisha,F,19.0,cse,North,2021,4.91,85%,Sports,N,,2000,,Amazon,2021/13/05,Excellent
S3745,Vikram,F,,ECE,South,2021,9.2,87.9,Coding,Yes,53776,10000,,None,2021/13/05,Excellent
S3746,Harsh,female,21.0,it,nORTH,2020,5.77,,Music,Yes,52426,,Not placed,,2023-05-12,
S3747,Rohan,female,20.0,cse,East,2023,6.25,N/A,music,Yes,50032,5000,,Wipro,05/11/2022,Excellent
S3748,Aisha,female,22.0,CIVIL,nORTH,2022,6.66,57.37,,No,50k,NA,Placed,Accenture,05/11/2022,Good
S3749,Ali,male,200.0,MECH,East,2023,9.17,N/A,Sports,Y,58980,2000,,Google,,Poor
S3750,Kruti A,female,18.0,IT,south,2020,9.83,N/A,Drama,,65112,0,Not placed,Flipkart,,
S3751,Ali,male,19.0,IT,nORTH,2019,5.19,,Coding,Y,50000,0,Placed,,05/11/2022,Poor
S3752,Kruti,Female,21.0,CIVIL,East,2022,6.82,,Music,Yes,,2000,placed,Wipro,05/11/2022,Good
S3753,Meera,Male,23.0,IT,North,2023,9.93,,Music,,50000,10000,Placed,None,05/11/2022,Good
S3754,Zoya,male,18.0,Civil,nORTH,2020,5.73,,,N,50000,,PENDING,IBM,2023-05-12,Excellent
S3755,Vikram,M,200.0,cse,south,2023,7.36,N/A,Coding,N,50000,NA,PENDING,Google,05/11/2022,Excellent
S3756,Amit,F,22.0,CIVIL,nORTH,2021,6.94,85%,Sports,,,,PENDING,Amazon,12-10-2021,Good
S3757,Rahul,female,18.0,MECH,nORTH,2022,8.59,64.54,Music,,36162,NA,,Amazon,05/11/2022,Good
S3758,Priya,Male,22.0,CIVIL,nORTH,20-21,7.64,61.51,Music,Yes,,,PENDING,Amazon,2021/13/05,Excellent
S3759,Amit,male,20.0,Civil,South,2019,6.27,85%,None,,50000,5000,Not placed,Amazon,2021/13/05,NA
S3760,Kruti C,F,22.0,cse,nORTH,2022,9.51,,,,,,,,2021/13/05,Good
S3761,Kiran,Female,22.0,cse,nORTH,2019,7.1,,Music,N,,NA,Not placed,,2023-05-12,Good
S3762,Meera C,Male,22.0,cse,North,20-21,5.61,85%,Sports,No,50k,NA,PENDING,IBM,,
S3763,Fatima,Female,200.0,Civil,North,20-21,6.52,,Coding,N,,,placed,Infosys,2021/13/05,Good
S3764,Rahul,male,21.0,Civil,nORTH,20-21,5.59,N/A,Music,,50k,,placed,,2021/13/05,NA
S3765,Kiran,female,20.0,MECH,nORTH,2021,7.25,N/A,Drama,Y,50000,5000,,Infosys,2021/13/05,NA
S3766,Vikram,Male,19.0,CSE,West,2019,9.63,N/A,Coding,No,31306,5000,Not placed,IBM,2021/13/05,NA
S3767,Aisha,male,,cse,East,2022,9.45,,Music,N,50k,,PENDING,Google,2021/13/05,Excellent
S3768,Jose,M,,Mech,south,2022,7.54,,Coding,No,,5000,PENDING,,12-10-2021,Excellent
S3769,Vikram,female,19.0,CIVIL,south,2021,8.67,N/A,Coding,N,,10000,,Amazon,2023-05-12,avg
S3770,Vikram,Female,20.0,ECE,West,2022,9.89,85%,Drama,,50000,,placed,Amazon,05/11/2022,
S3771,Rahul C,F,19.0,MECH,West,2021,,,Music,Y,47536,0,placed,TCS,,
S3772,Rahul A,Female,,CSE,South,2020,4.44,85%,Sports,Y,,,Placed,Google,05/11/2022,Poor
S3773,Rohan,Male,,Civil,nORTH,2020,4.71,,Drama,N,48330,NA,,Wipro,12-10-2021,NA
S3774,Fatima,F,21.0,Civil,West,20-21,6.71,N/A,Coding,,50k,2000,PENDING,Infosys,,Poor
S3775,Rahul,M,21.0,CSE,South,2021,5.26,,Coding,N,50000,2000,placed,Flipkart,,Poor
S3776,Joy,Male,21.0,Ece,nORTH,2022,7.36,N/A,,Yes,50k,0,placed,IBM,,
S3777,Arjun,F,,CSE,West,2021,6.11,63.1,Coding,,50k,,,TCS,2023-05-12,Excellent
S3778,Vikram,female,20.0,Mech,south,2020,9.18,N/A,music,Yes,50000,0,placed,Accenture,05/11/2022,
S3779,Vikram,Male,200.0,Ece,North,2022,4.98,85%,music,N,50000,10000,PENDING,Flipkart,,
S3780,Arjun,Male,,ECE,South,2022,7.31,,Sports,No,50k,NA,placed,None,,Good
S3781,Zoya,M,19.0,Ece,south,2022,5.33,57.25,music,,,0,,Flipkart,2021/13/05,
S3782,Rohan,male,21.0,cse,North,2022,9.48,,Sports,,64439,,Placed,Accenture,,Poor
S3783,Harsh,male,19.0,ECE,south,20-21,4.19,85%,Music,No,77839,10000,placed,None,2023-05-12,Excellent
S3784,Meera,Male,23.0,CSE,West,2022,,,Sports,No,50k,,,Wipro,12-10-2021,
S3785,Jose,M,200.0,CIVIL,South,20-21,6.14,78.76,Music,Y,50000,NA,PENDING,Google,,avg
S3786,Kiran,M,21.0,Mech,South,2020,5.41,85%,None,,50k,NA,placed,Flipkart,2023-05-12,Poor
S3787,Aisha,M,19.0,Civil,nORTH,2020,4.35,73.06,Coding,N,62421,10000,PENDING,Accenture,12-10-2021,avg
S3788,Zoya,female,20.0,ECE,West,2023,7.58,,None,Yes,,,Not placed,TCS,2021/13/05,Good
S3789,Joy,female,,MECH,nORTH,2022,4.13,73.44,Sports,No,,0,placed,Wipro,,avg
S3790,Amit,M,21.0,Mech,nORTH,2019,8.08,85%,None,,50k,5000,PENDING,,,NA
S3791,Fatima,F,19.0,ECE,south,2019,6.36,85%,Sports,Y,96251,5000,Not placed,Infosys,2021/13/05,Excellent
S3792,Kabir,Male,21.0,MECH,North,2019,8.26,N/A,,Yes,50000,10000,placed,Wipro,2021/13/05,
S3793,Rahul,M,21.0,IT,West,2020,9.61,43.77,Sports,No,,10000,placed,IBM,05/11/2022,NA
S3794,Neha,M,22.0,cse,East,2020,6.44,,music,Y,50k,2000,Placed,TCS,,NA
S3795,Aisha,F,20.0,MECH,South,20-21,7.0,74.85,Coding,Yes,50000,2000,PENDING,Flipkart,2021/13/05,NA
S3796,Rahul,F,,Mech,East,2022,4.89,85%,,N,56156,2000,Not placed,Wipro,2021/13/05,Good
S3797,Meera,male,23.0,Ece,North,2021,9.39,85%,None,Yes,24759,2000,Placed,Flipkart,,Excellent
S3798,Jose,male,20.0,ECE,West,20-21,8.52,,Music,Y,,0,,Infosys,2023-05-12,Excellent
S3799,Priya,female,19.0,MECH,nORTH,20-21,8.18,N/A,Coding,No,33414,10000,Not placed,Accenture,,Excellent
S3800,Zoya,Male,21.0,Civil,East,2022,5.04,85%,None,Yes,,5000,placed,None,2023-05-12,Good
S3801,Kabir,male,21.0,MECH,East,2022,7.26,62.94,,Yes,93163,NA,Placed,Amazon,2021/13/05,avg
S3802,Sneha,F,200.0,Civil,south,2019,8.94,,None,Yes,50000,0,placed,Accenture,,Poor
S3803,Harsh,F,21.0,it,East,2023,9.8,N/A,None,Y,50k,10000,Not placed,IBM,12-10-2021,avg
S3804,Harsh,Male,20.0,it,West,2020,5.41,56.57,Music,No,64533,5000,,Infosys,,Excellent
S3805,Priya,male,19.0,Ece,nORTH,2019,6.93,N/A,Coding,,50k,NA,placed,,2023-05-12,NA
S3806,Kabir,M,200.0,ECE,West,2019,9.01,85%,music,No,,5000,,Accenture,2021/13/05,Poor
S3807,Simran,Male,21.0,CSE,North,20-21,9.81,85%,Music,Yes,20421,NA,placed,Google,2023-05-12,Poor
S3808,Jose B,Female,21.0,CIVIL,south,20-21,5.53,N/A,,N,34284,,Placed,Google,2023-05-12,Poor
S3809,Kruti,F,200.0,IT,North,2019,5.25,,Coding,N,50k,5000,Not placed,Accenture,12-10-2021,Poor
S3810,Amit,male,200.0,it,South,2023,7.04,85%,Drama,No,50k,NA,,Accenture,,
S3811,Vikram,female,200.0,Mech,South,2019,6.25,,None,,,2000,placed,Amazon,2021/13/05,Poor
S3812,Kabir,Male,18.0,Ece,South,2022,4.37,,None,No,,NA,placed,,05/11/2022,Excellent
S3813,Aisha,Male,19.0,MECH,West,2023,5.37,85%,Coding,,37507,0,placed,IBM,05/11/2022,Poor
S3814,Sneha,Male,20.0,IT,East,2023,8.23,N/A,Music,Y,50k,,PENDING,Google,2023-05-12,Good
S3815,Kabir A,male,20.0,IT,south,20-21,7.57,55.39,None,N,50000,NA,placed,Wipro,,Poor
S3816,Vikram A,F,,MECH,East,2019,7.6,,,No,50k,,placed,Amazon,2023-05-12,Excellent
S3817,Meera,female,19.0,MECH,nORTH,2022,9.76,75.27,Drama,Yes,30976,NA,Not placed,TCS,05/11/2022,Excellent
S3818,Meera,Male,22.0,CSE,West,20-21,9.06,85%,Coding,No,46082,,Placed,None,2023-05-12,Excellent
S3819,Kabir,Male,21.0,Civil,East,2023,5.59,,None,,,0,,Flipkart,05/11/2022,Poor
S3820,Amit,Male,22.0,IT,south,20-21,6.45,N/A,Music,No,50k,,Placed,Amazon,12-10-2021,Good
S3821,Zoya,M,22.0,ECE,South,2021,7.75,N/A,music,Yes,50k,,Not placed,Amazon,12-10-2021,Excellent
S3822,Arjun,male,23.0,MECH,south,2022,5.58,56.91,Coding,Yes,,,PENDING,TCS,12-10-2021,avg
S3823,Zoya,Female,23.0,CSE,North,20-21,5.81,,,N,,10000,Not placed,Flipkart,12-10-2021,Poor
S3824,Vikram,female,21.0,MECH,south,2019,8.27,N/A,Sports,,50k,,placed,Infosys,2023-05-12,Poor
S3825,Kabir,F,22.0,it,nORTH,2020,4.98,85%,Music,Yes,50k,10000,PENDING,Infosys,2021/13/05,NA
S3826,Sneha,F,,Mech,nORTH,2021,5.47,60.57,Music,N,50000,0,placed,TCS,2021/13/05,Excellent
S3827,Harsh,female,,ECE,North,2019,5.4,85%,None,Yes,99833,5000,,Google,12-10-2021,
S3828,Aisha,Female,18.0,IT,nORTH,2022,4.41,N/A,Drama,Yes,,5000,Not placed,Infosys,05/11/2022,NA
S3829,Priya A,M,,it,nORTH,20-21,9.79,59.94,Sports,N,50k,10000,Placed,Wipro,2023-05-12,Poor
S3830,Fatima,Male,21.0,ECE,West,2021,6.42,64.24,None,Y,50k,NA,,None,2023-05-12,NA
S3831,Kabir,F,19.0,MECH,South,2023,8.12,N/A,music,N,50k,0,Placed,IBM,2021/13/05,avg
S3832,Kiran,Female,23.0,CSE,nORTH,2019,9.96,86.89,None,,31598,5000,PENDING,Flipkart,2021/13/05,avg
S3833,Joy,Female,19.0,IT,south,2022,6.26,85%,,Y,50k,10000,,Flipkart,2021/13/05,Good
S3834,Sneha,Female,23.0,CIVIL,West,2020,7.83,N/A,Music,Y,40937,5000,,Wipro,05/11/2022,
S3835,Kiran,Male,22.0,MECH,West,2023,4.57,86.63,music,No,50k,0,Placed,Flipkart,05/11/2022,Good
S3836,Harsh,male,19.0,IT,nORTH,2021,8.95,85%,,No,50000,2000,,None,05/11/2022,
S3837,Joy,female,22.0,CIVIL,East,2023,7.09,,Sports,N,,5000,placed,Accenture,05/11/2022,Good
S3838,Meera,female,23.0,cse,East,2023,,,,,50k,,placed,,,avg
S3839,Rahul,Male,200.0,Mech,North,2019,,N/A,Music,Y,50k,5000,PENDING,Flipkart,2021/13/05,Excellent
S3840,Aisha,Female,18.0,CIVIL,nORTH,2022,4.95,N/A,music,No,39945,5000,PENDING,,05/11/2022,NA
S3841,Vikram,Male,19.0,MECH,East,2021,9.43,85%,None,Yes,50000,10000,placed,Accenture,12-10-2021,Poor
S3842,Ali,M,,it,nORTH,2022,9.34,85%,,Y,45427,2000,Placed,None,,Poor
S3843,Amit,F,23.0,CSE,nORTH,2023,4.62,47.2,Music,No,50k,10000,PENDING,None,2023-05-12,
S3844,Sneha,Female,19.0,cse,south,2021,6.82,N/A,music,No,83144,0,placed,IBM,05/11/2022,NA
S3845,Simran,Female,,ECE,nORTH,20-21,,85%,,,50000,2000,placed,,05/11/2022,
S3846,Zoya,Female,,it,south,2021,8.91,85%,Sports,Y,50k,5000,placed,Infosys,,Good
S3847,Rahul,Female,200.0,Civil,nORTH,20-21,6.11,N/A,music,Yes,50k,10000,PENDING,,,NA
S3848,Kabir A,F,20.0,MECH,East,2021,8.07,85%,,N,61421,NA,PENDING,Google,,Good
S3849,Fatima,M,,IT,East,2021,6.02,47.36,Coding,Yes,50000,2000,Placed,IBM,05/11/2022,Poor
S3850,Fatima,F,,Civil,West,2019,4.29,N/A,None,No,50k,0,Placed,Accenture,2021/13/05,Excellent
S3851,Rahul,female,200.0,Ece,North,2022,4.05,,None,Y,67082,0,,TCS,2021/13/05,avg
S3852,Ali,female,18.0,Civil,South,2022,6.69,,,Yes,50k,NA,placed,Google,05/11/2022,Poor
S3853,Vikram,M,,ECE,North,2022,6.05,85%,None,Yes,,2000,PENDING,Accenture,,
S3854,Vikram,M,200.0,IT,North,2022,,98.33,None,No,50k,,PENDING,Infosys,,avg
S3855,Neha,Male,21.0,it,nORTH,2022,9.46,N/A,Coding,,26955,NA,PENDING,Amazon,2021/13/05,Poor
S3856,Fatima,M,19.0,ECE,South,2020,7.81,,Coding,Y,50k,2000,,Wipro,12-10-2021,Good
S3857,Aisha,M,20.0,CIVIL,nORTH,20-21,6.73,86.31,None,No,50k,0,,Amazon,,avg
S3858,Amit,Male,22.0,Civil,East,2023,9.96,N/A,Drama,No,65253,0,Not placed,Accenture,2023-05-12,Good
S3859,Fatima,Female,200.0,IT,nORTH,2019,7.13,85%,None,N,,2000,Placed,Accenture,12-10-2021,Poor
S3860,Kabir,F,18.0,ECE,North,20-21,5.55,56.14,Music,No,50k,NA,placed,Accenture,12-10-2021,NA
S3861,Kabir,Male,20.0,Ece,West,2019,4.09,N/A,,,50k,2000,placed,Flipkart,12-10-2021,NA
S3862,Kabir,male,,it,South,2019,6.85,,music,No,43522,5000,Placed,Infosys,,Excellent
S3863,Arjun,Male,20.0,Mech,West,2023,6.43,79.6,,,,NA,Placed,Flipkart,05/11/2022,Poor
S3864,Meera,Female,,CIVIL,West,20-21,4.9,N/A,None,,70918,,placed,IBM,12-10-2021,
S3865,Kiran,female,20.0,CIVIL,nORTH,2019,,85%,None,No,,10000,PENDING,Amazon,2023-05-12,NA
S3866,Rahul,Female,20.0,IT,South,2019,4.72,,Music,,50k,10000,Placed,Flipkart,2023-05-12,Poor
S3867,Meera,Female,22.0,Ece,North,20-21,6.84,,None,Yes,50000,5000,Not placed,Infosys,12-10-2021,avg
S3868,Amit,Female,20.0,cse,West,2019,7.04,,music,No,50k,2000,Placed,IBM,2021/13/05,
S3869,Simran,Female,,Civil,south,2019,4.01,50.64,None,No,31322,10000,,Accenture,,NA
S3870,Vikram,male,21.0,Mech,West,2023,9.4,85%,None,Yes,,NA,,Flipkart,12-10-2021,Good
S3871,Kabir,Male,200.0,it,East,2020,9.36,,music,Y,50k,2000,placed,TCS,2021/13/05,Good
S3872,Harsh,F,22.0,Civil,South,2022,5.71,,music,Yes,50k,10000,PENDING,IBM,,
S3873,Amit,female,21.0,CSE,south,2020,,,None,N,50000,5000,PENDING,None,2023-05-12,Good
S3874,Meera,female,20.0,ECE,south,2022,9.48,73.12,,,,5000,Placed,Infosys,12-10-2021,NA
S3875,Aisha,male,18.0,IT,South,20-21,6.59,,Sports,No,23570,2000,,Amazon,12-10-2021,avg
S3876,Joy,Male,23.0,Ece,East,20-21,9.79,61.51,Music,Yes,50k,2000,Placed,Wipro,2023-05-12,Good
S3877,Rohan,Male,23.0,Ece,East,20-21,6.75,N/A,None,N,50k,2000,,,05/11/2022,Poor
S3878,Zoya,Female,,MECH,North,2021,7.34,N/A,Sports,Yes,50000,2000,Not placed,,2023-05-12,
S3879,Vikram,Female,20.0,IT,South,2023,8.04,61.39,Coding,Y,50000,2000,Placed,Flipkart,2021/13/05,Poor
S3880,Fatima,F,23.0,CSE,East,2023,7.28,N/A,Sports,Yes,50k,0,Not placed,IBM,05/11/2022,Excellent
S3881,Neha B,F,18.0,CSE,East,20-21,6.98,N/A,Drama,N,50000,2000,Placed,Infosys,12-10-2021,Excellent
S3882,Arjun,Female,23.0,ECE,south,2022,4.64,N/A,Coding,,,,PENDING,,05/11/2022,NA
S3883,Sneha,F,22.0,CIVIL,East,2023,9.34,62.24,None,,85787,,Placed,Amazon,2023-05-12,NA
S3884,Simran,Female,23.0,it,nORTH,2022,7.52,,Drama,N,50k,,PENDING,IBM,2021/13/05,avg
S3885,Kiran,Male,18.0,MECH,East,2022,7.75,,Drama,Y,57474,10000,,Amazon,12-10-2021,NA
S3886,Ali,male,20.0,CIVIL,North,2023,4.08,,Music,,50k,5000,placed,None,05/11/2022,NA
S3887,Kiran,female,18.0,MECH,West,2023,5.17,,Drama,,50000,5000,PENDING,Amazon,2021/13/05,NA
S3888,Joy,Female,,MECH,South,2023,4.59,78.07,,Yes,69486,10000,placed,Amazon,2023-05-12,
S3889,Simran,male,18.0,cse,South,2019,9.33,85%,,Y,50000,5000,PENDING,Amazon,12-10-2021,
S3890,Zoya,M,18.0,Civil,East,2022,4.89,51.47,None,Yes,50k,2000,Not placed,IBM,05/11/2022,
S3891,Vikram,Female,,Mech,North,2019,8.68,N/A,music,Yes,27349,10000,,Flipkart,,NA
S3892,Zoya,female,20.0,cse,West,2022,5.26,,None,No,50000,2000,Placed,IBM,,
S3893,Kabir,Male,23.0,CIVIL,West,2022,5.45,85%,Music,N,66792,2000,Placed,TCS,2023-05-12,Good
S3894,Sneha B,Male,18.0,CSE,south,2020,8.81,58.99,None,Y,,0,placed,,05/11/2022,avg
S3895,Priya,female,,IT,West,20-21,4.98,N/A,,Yes,50k,,placed,Flipkart,2021/13/05,Poor
S3896,Rohan,M,19.0,IT,West,2020,7.63,,,Yes,50000,10000,placed,Accenture,2023-05-12,Excellent
S3897,Vikram,M,20.0,IT,East,2022,5.23,,Drama,,,0,,Accenture,12-10-2021,Poor
S3898,Aisha,F,200.0,it,nORTH,20-21,8.16,N/A,Drama,Y,50000,0,Not placed,Google,,avg
S3899,Sneha,M,20.0,MECH,south,2020,6.11,N/A,None,N,31540,2000,PENDING,IBM,12-10-2021,
S3900,Amit,Female,19.0,cse,south,2022,7.87,,Coding,No,,5000,PENDING,Accenture,12-10-2021,Excellent
S3901,Kabir,M,20.0,ECE,West,2020,4.05,67.37,Music,,50k,2000,Not placed,Google,05/11/2022,Poor
S3902,Kruti,Female,22.0,it,South,2022,9.46,58.5,None,Yes,50000,,PENDING,,12-10-2021,avg
S3903,Simran,M,22.0,CSE,South,2022,5.91,85%,None,Y,,10000,placed,IBM,2023-05-12,Good
S3904,Sneha A,M,200.0,IT,East,2020,5.04,85%,music,,,10000,Not placed,Accenture,12-10-2021,Good
S3905,Meera,female,22.0,it,East,2021,6.7,85%,music,,,0,placed,Accenture,2023-05-12,avg
S3906,Meera,M,200.0,cse,North,2023,4.29,68.07,Coding,Yes,50k,5000,Not placed,Amazon,,NA
S3907,Ali,male,23.0,ECE,West,20-21,9.12,N/A,,,50k,0,placed,Wipro,12-10-2021,avg
S3908,Jose B,F,22.0,MECH,south,2022,4.64,N/A,Drama,,36922,5000,,,2023-05-12,Poor
S3909,Jose,male,20.0,MECH,nORTH,2021,7.29,85%,Sports,,,10000,,Infosys,2021/13/05,avg
S3910,Ali B,Female,200.0,IT,nORTH,2020,7.33,N/A,Sports,,50k,5000,PENDING,None,12-10-2021,
S3911,Meera,Female,18.0,CIVIL,nORTH,2020,,N/A,Drama,N,50000,5000,Not placed,,2023-05-12,
S3912,Meera,female,21.0,CIVIL,nORTH,2020,7.35,85%,None,,50000,,Not placed,,2023-05-12,Good
S3913,Kiran,Male,20.0,it,south,2022,7.09,N/A,,No,50000,10000,Placed,Flipkart,2023-05-12,
S3914,Simran,male,21.0,Civil,nORTH,2021,9.92,49.91,,Yes,50000,2000,Placed,Amazon,05/11/2022,Good
S3915,Neha,Female,22.0,it,south,2021,6.12,92.16,Sports,Yes,,NA,placed,Wipro,2021/13/05,Excellent
S3916,Rohan,Female,,CSE,West,2022,5.85,74.77,Music,Y,23181,NA,,Wipro,12-10-2021,
S3917,Rahul,M,20.0,Civil,south,2022,6.34,N/A,Coding,,50000,0,Not placed,TCS,,NA
S3918,Rahul,Female,20.0,cse,East,2022,6.96,,music,Y,50000,10000,PENDING,TCS,2021/13/05,NA
S3919,Joy,M,23.0,ECE,South,2021,,57.22,music,N,,10000,PENDING,Flipkart,05/11/2022,
S3920,Meera,Male,,MECH,East,20-21,4.53,N/A,None,,,5000,Placed,Infosys,,NA
S3921,Meera,Male,18.0,Mech,East,20-21,8.67,N/A,,Y,77440,10000,Not placed,None,2021/13/05,
S3922,Rahul,male,200.0,it,West,2022,8.04,,,N,,NA,Placed,Wipro,2023-05-12,NA
S3923,Sneha,female,19.0,IT,South,2021,8.49,96.38,,Y,50k,NA,PENDING,TCS,05/11/2022,avg
S3924,Arjun,M,,cse,East,2022,,85%,None,Y,,2000,PENDING,Google,05/11/2022,
S3925,Zoya,Male,21.0,ECE,South,2022,6.12,N/A,Drama,Y,93694,10000,,Infosys,,avg
S3926,Rahul,male,18.0,CIVIL,south,2019,8.52,85.57,None,,50000,10000,Not placed,Flipkart,,Excellent
S3927,Aisha,M,18.0,Civil,nORTH,2022,5.86,64.35,,Yes,,,placed,Wipro,05/11/2022,
S3928,Kruti,female,22.0,Mech,south,2022,7.55,N/A,Drama,Yes,50000,10000,PENDING,Accenture,2021/13/05,Good
S3929,Joy,male,22.0,ECE,North,2023,6.2,,Sports,N,50000,,PENDING,Infosys,2023-05-12,Excellent
S3930,Sneha,M,,Civil,South,2023,7.05,85%,Drama,,50000,,Not placed,Wipro,2021/13/05,avg
S3931,Zoya,Female,22.0,ECE,South,2022,5.95,85%,Music,,50k,,placed,Flipkart,05/11/2022,avg
S3932,Aisha,M,,Ece,West,2021,8.61,,None,Y,,,PENDING,Accenture,12-10-2021,NA
S3933,Rohan,male,18.0,IT,South,2021,9.94,,Coding,N,39723,0,,Accenture,2021/13/05,
S3934,Zoya,male,200.0,CIVIL,nORTH,2020,5.19,N/A,Coding,N,50k,10000,PENDING,TCS,12-10-2021,
S3935,Aisha,M,22.0,MECH,South,20-21,5.84,85%,Coding,N,50k,5000,Placed,TCS,12-10-2021,NA
S3936,Neha,female,23.0,it,nORTH,2022,7.1,N/A,None,N,46349,,placed,Wipro,2021/13/05,Good
S3937,Vikram C,M,19.0,Ece,south,2019,6.0,85%,,Y,50k,5000,Not placed,None,2023-05-12,Good
S3938,Rohan A,F,22.0,MECH,East,2022,7.25,85%,Music,Y,69620,10000,Not placed,Amazon,,NA
S3939,Neha,male,,cse,south,2021,5.6,85%,Coding,Yes,,2000,PENDING,Google,12-10-2021,NA
S3940,Rahul,male,18.0,Ece,West,2023,,68.93,None,No,33576,,PENDING,None,05/11/2022,Good
S3941,Aisha,male,,Civil,South,2022,9.76,91.12,Music,Y,56004,,PENDING,Google,2021/13/05,Poor
S3942,Fatima,M,20.0,Ece,North,2022,9.26,,Coding,Y,,NA,Placed,Infosys,12-10-2021,avg
S3943,Meera,male,18.0,MECH,south,2022,7.1,59.61,music,No,50k,0,Placed,Flipkart,,NA
S3944,Simran,Male,22.0,CSE,South,2022,8.91,58.11,Music,No,64567,NA,placed,Amazon,05/11/2022,NA
S3945,Simran,female,22.0,IT,South,2019,5.85,,music,Yes,,NA,Placed,Infosys,05/11/2022,NA
S3946,Joy B,male,,CSE,nORTH,2022,7.52,85%,Sports,,86178,10000,Not placed,Accenture,2021/13/05,Good
S3947,Rahul,M,21.0,CIVIL,North,2020,7.33,85%,,Yes,,2000,Placed,Flipkart,12-10-2021,NA
S3948,Simran,F,19.0,CSE,south,20-21,6.6,N/A,Sports,,50k,0,PENDING,Wipro,2021/13/05,Good
S3949,Meera,Male,19.0,cse,North,2019,9.15,N/A,None,,50000,NA,placed,Google,,avg
S3950,Zoya,Male,200.0,IT,south,2019,9.23,54.58,Music,N,50000,5000,,Accenture,12-10-2021,avg
S3951,Priya,F,23.0,Civil,south,2019,4.51,85%,Music,Yes,62070,,,,,Poor
S3952,Simran,F,21.0,CSE,South,2022,8.01,,Coding,No,,10000,PENDING,None,12-10-2021,
S3953,Rohan,Female,,CSE,West,2019,5.67,N/A,None,,,NA,Not placed,TCS,,Excellent
S3954,Sneha,M,23.0,Mech,West,2023,4.57,85%,Drama,Y,50000,10000,Not placed,Flipkart,2023-05-12,Good
S3955,Kruti A,female,200.0,ECE,nORTH,20-21,9.39,70.83,Sports,Yes,50000,NA,PENDING,IBM,,Excellent
S3956,Priya,female,,Ece,south,2023,4.28,N/A,None,,,NA,Not placed,,2023-05-12,avg
S3957,Arjun,male,20.0,Civil,nORTH,2019,6.72,85%,music,,50k,5000,PENDING,Google,05/11/2022,avg
S3958,Kruti,female,,it,south,2021,8.81,88.74,None,Y,50000,2000,,Flipkart,05/11/2022,NA
S3959,Fatima,F,20.0,MECH,East,2020,6.71,85%,,,52286,10000,Placed,TCS,2021/13/05,NA
S3960,Fatima,M,23.0,IT,West,2022,7.63,,None,Y,,0,PENDING,TCS,12-10-2021,NA
S3961,Joy,female,23.0,MECH,West,2023,4.01,,music,No,50k,2000,PENDING,None,12-10-2021,avg
S3962,Meera,M,19.0,Ece,North,2022,5.71,,None,Yes,50000,0,Placed,None,,
S3963,Aisha,female,23.0,Mech,nORTH,2021,5.56,47.21,Coding,No,,2000,,Accenture,2023-05-12,Good
S3964,Aisha,female,,CSE,South,2022,,85%,Coding,Y,,5000,PENDING,Amazon,2021/13/05,NA
S3965,Sneha,Female,19.0,cse,nORTH,2021,9.23,85%,Sports,No,50000,10000,Placed,None,12-10-2021,avg
S3966,Zoya,M,20.0,ECE,South,2023,4.13,,music,,50000,,PENDING,Amazon,12-10-2021,Good
S3967,Rohan,male,21.0,MECH,East,2020,6.75,N/A,,Yes,34211,5000,placed,Infosys,,Poor
S3968,Kiran,Male,18.0,IT,North,2019,4.36,N/A,music,,50000,,placed,Infosys,,Poor
S3969,Arjun,F,19.0,Civil,nORTH,2023,9.8,47.73,None,,50000,0,PENDING,Flipkart,05/11/2022,NA
S3970,Ali,Male,18.0,Mech,South,2019,8.63,85%,Music,No,77270,0,placed,IBM,,Excellent
S3971,Zoya,male,23.0,cse,South,20-21,6.42,85%,,,86797,NA,Placed,TCS,,
S3972,Vikram,M,200.0,cse,nORTH,2019,8.01,71.19,music,No,,2000,placed,,12-10-2021,NA
S3973,Kabir,M,22.0,it,East,2020,9.93,,Sports,No,90460,0,placed,None,05/11/2022,Poor
S3974,Aisha,F,20.0,it,south,20-21,7.64,,Sports,Yes,91653,10000,Placed,Accenture,2021/13/05,NA
S3975,Zoya,F,200.0,Ece,nORTH,20-21,5.07,,Music,N,50000,NA,,Infosys,2021/13/05,Excellent
S3976,Rahul,F,22.0,it,North,2022,9.1,,Sports,Yes,50k,5000,placed,TCS,,Excellent
S3977,Meera A,Male,23.0,CSE,North,2020,4.64,85%,Music,N,50654,,placed,None,2023-05-12,NA
S3978,Amit,M,18.0,Mech,East,20-21,6.61,85%,None,Y,,,PENDING,,,NA
S3979,Vikram,F,21.0,IT,nORTH,2022,,98.21,Music,Yes,50k,10000,Not placed,Accenture,,Excellent
S3980,Rahul,M,19.0,Mech,South,2020,9.99,85%,,,50000,,Placed,Accenture,12-10-2021,NA
S3981,Neha,female,21.0,Civil,East,2021,7.97,N/A,Coding,Y,50000,10000,Not placed,,12-10-2021,avg
S3982,Meera,Female,200.0,Civil,West,2022,6.4,85%,Music,Yes,,2000,PENDING,TCS,2023-05-12,Good
